OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ADDRESS,ADDRID,X,Y,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,WARD,ZIPCODE,SMD,ANC,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,LONGITUDE,LATITUDE,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING
641,ABRA-085471,El Chucho - Cocina Superior,"3313 11th Hospitality, LLC",C,3313 11TH ST NW,230986,397588.36,140356.67,Active,Restaurant,,,,CHECKED,CHECKED,,,Ward 1,20010,SMD 1A07,ANC 1A,,,,,,-77.02781397,38.9310881,115,,
642,ABRA-085618,Nooshi Capitol Hill,"Nooshi Capitol Hill, Inc.",C,524 8TH ST SE,11257,400468.28,134888.87,Active,Restaurant,,,,,CHECKED,,,Ward 6,20003,SMD 6B04,ANC 6B,,,,,,-76.99460295,38.88183511,117,,
643,ABRA-085654,Renaissance Hotel,"Sunstone K9 Lessee, Inc.",C,999 9TH ST NW,218802,397945.24,137108.46,Active,Hotel,,CHECKED,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,CHECKED,,,,,-77.02368828,38.90182806,801,,
644,ABRA-085705,The Boomerang Boat,"Boomerang Boat Tour, LLC",C,1300 Maine AVE SW,302192,397429.58,134914.19,Active,Marine Vessel,,CHECKED,,,,,,Ward 6,20024,SMD 6D04,ANC 6D,,CHECKED,,,,-77.02962485,38.88205957,49,,
645,ABRA-085705-2,Boomerang Pirate Boat,"Boomerang Boat Tour, LLC",C,1300 Maine AVE SW,302192,397429.58,134914.19,Issued,Marine Vessel,,CHECKED,,,,,,Ward 6,20024,SMD 6D04,ANC 6D,,CHECKED,,,,-77.02962485,38.88205957,90,,
646,ABRA-085705-3,Boomerang Yacht,"Boomerang Boat Tour, LLC",C,1300 Maine AVE SW,302192,397429.58,134914.19,Issued,Marine Vessel,,CHECKED,,,,,,Ward 6,20024,SMD 6D04,ANC 6D,,CHECKED,,,,-77.02962485,38.88205957,152,,
647,ABRA-085710,The Brig,Canal 5 LLC,C,1007 8TH ST SE,311638,400418.4,134442.4,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 6,20003,SMD 6B04,ANC 6B,,,,,,-76.9951781,38.87781349,399,CHECKED,
648,ABRA-085865,Mintwood Place,A.C. Adams LLC,C,1811 A COLUMBIA RD NW,235375,396224.37,139361.61,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 1,20009,SMD 1C03,ANC 1C,,,,,,-77.04353969,38.92211949,124,,
649,ABRA-085918,Uncle Lee's Seafood,"Eun & Peter, Inc.",A,1020 EASTERN AVE NE,301955,406550.01,137399.21,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 7,20019,SMD 7C04,ANC 7C,,,,,,-76.92448553,38.9044249,,,
650,ABRA-085922,Tortilla Coast,"Clover Capitol Hill, LLC",C,400 1ST ST SE,28526,399517.2,135229,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 6,20003,SMD 6B01,ANC 6B,,,,,,-77.00556463,38.88489946,101,,
651,ABRA-085968,Cavalier Wine and Liquors,"GG Liquor and Wine, LLC",A,3515 14TH ST NW,230252,397191.6,140808.41,Active,Retail - Liquor Store,,,,,,,,Ward 1,20010,SMD 1A04,ANC 1A,,,,,,-77.03239174,38.93515633,,,
652,ABRA-085973,Mai Thai of Georgetown,"Mai Thai of Georgetown , LLC",C,"3251 PROSPECT ST NW, #C-2",272144,394466.2,137594.74,Active,Restaurant,,,,CHECKED,CHECKED,,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06380026,38.90619362,364,,
653,ABRA-085977,Blue 44,Blue 44 LLC,C,5507 CONNECTICUT AVE NW,285223,393560.71,143939.64,Active,Restaurant,,,,CHECKED,,,,Ward 3,20015,SMD 3G05,ANC 3G,,,,,,-77.07429936,38.9633442,99,,
654,ABRA-085989,St. Arnold's on Jefferson,"Hello Hospitality IV, LLC",C,"1827 JEFFERSON PL NW, #4",241284,396289.21,137643.5,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B07,ANC 2B,,,,,,-77.04278269,38.90664245,62,,
655,ABRA-086010,The Hamilton,"Clyde's Management, LLC",C,600 14TH ST NW,300970,397200.36,136648.98,Active,Multipurpose,,,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.03227374,38.89768684,1358,,
656,ABRA-086012,The Blaguard,"The Juniper Group, LLC",C,2003 18TH ST NW,218581,396407.7,138825.77,Active,Restaurant,,,,CHECKED,,,,Ward 1,20009,SMD 1C07,ANC 1C,,,,,,-77.04142277,38.91729323,35,,
657,ABRA-086022,Sherry's Wine and Spirits,Krishna Corporation,A,2627 CONNECTICUT AVE NW,219099,395529.84,139611.8,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20008,SMD 3C01,ANC 3C,,,CHECKED,,,-77.05155048,38.92436969,,,
658,ABRA-086063,Mellow Mushroom,"Doughboy Enterprises, LLC",C,2436 18TH ST NW,235406,396301.51,139296.95,Active,Tavern,,CHECKED,,CHECKED,CHECKED,,,Ward 1,20009,SMD 1C03,ANC 1C,,,,,,-77.04264978,38.92153734,231,,
659,ABRA-086069,Whole Foods Market,"Whole Foods Market Group, Inc.",D,2323 WISCONSIN AVE NW,284358,393789.84,139230.75,Safekeeping,Restaurant,,,,,,,,Ward 3,20007,SMD 3B02,ANC 3B,,,,,,-77.07161294,38.92092683,94,,
660,ABRA-086070,Shake Shack,"Shake Shack 18th Street NW Washington DC, LLC",D,1216 18TH ST NW,241286,396359.48,137611.68,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04197236,38.9063561,127,,
661,ABRA-086071,Whole Foods Market,"Whole Foods Market Group, Inc.",D,1440 P ST NW,279174,397088.79,137959.45,Active,Restaurant,,,,CHECKED,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03356546,38.90949165,60,,
662,ABRA-086073,Whole Foods Market,"Whole Foods Market Group, Inc.",D,4530 40TH ST NW,265175,393136.03,142357.37,Active,Restaurant,,,,,,,,Ward 3,20016,SMD 3E01,ANC 3E,,,,,,-77.07918367,38.94908715,73,,
663,ABRA-086085,Patron Convenience Store,"JH Topia, Inc.",B,3235 PENNSYLVANIA AVE SE,278361,403559.82,133392.74,Active,Retail - Class B,,,,,,,,Ward 7,20020,SMD 7B04,ANC 7B,,,,,,-76.95897991,38.86835029,,,
664,ABRA-086093,Bier Baron Hotel & Tavern,"Walking Stick Management, LLC",C,1523 22ND ST NW,225698,395795.46,138049.28,Active,Tavern,,CHECKED,,,,,,Ward 2,20037,SMD 2B02,ANC 2B,,,,,,-77.04847775,38.91029564,415,,
665,ABRA-086125,Lincoln,"Apple Hospitality, LLC",C,1110 VERMONT AVE NW,240248,397115.26,137386.23,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20005,SMD 2F05,ANC 2F,,,,,,-77.03325786,38.90432764,262,,
666,ABRA-086140,Hop and Wine Beverages,"Hop and Wine Beverages, LLC",A,1221 Kenilworth AVE NE,285945,405338.21,137598.51,Active,Wholesaler,,,,,,,,Ward 7,20019,SMD 7D03,ANC 7D,,,,,,-76.93845471,38.90622879,,,
667,ABRA-086141,Lola's,"Lola's, LLC",C,711 8TH ST SE,76927,400409.76,134777.27,Issued,Tavern,,,,CHECKED,,,,Ward 6,20003,SMD 6B03,ANC 6B,,,,,,-76.99527748,38.8808298,90,CHECKED,
668,ABRA-086205,Ghion Restaurant and Lounge,"Flora Restaurant and Lounge, LLC",C,2010 9TH ST NW,239457,397899.07,138835.38,Issued,Tavern,,CHECKED,,,,,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.02422583,38.9173843,20,,
669,ABRA-086226,Hot and Juicy Crawfish,"Panda Bear, LLC",C,2651 CONNECTICUT AVE NW,219110,395489.25,139684.88,Issued,Restaurant,,,,CHECKED,,,,Ward 3,20008,SMD 3C01,ANC 3C,,,,,,-77.05201905,38.92502781,90,,
670,ABRA-086230,Sara's Market,"HSA Investments, LLC",B,3008 Q ST NW,223842,394824.06,138056.41,Active,Retail - Class B,,,,,,,,Ward 2,20007,SMD 2E06,ANC 2E,,,,,,-77.0596779,38.91035468,,,
671,ABRA-086271,Langston Bar & Grille,Langston Bar and Grille LLC,Caterer,1831 BENNING RD NE,55096,402008.42,136765.07,Active,Caterer,,,,,,,,Ward 6,20002,SMD 6A07,ANC 6A,,,,,,-76.97684696,38.89873445,,,
672,ABRA-086295,Medium Rare,"Medium Rare Cleveland Park, LLC",C,3500 Connecticut AVE NW,277550,394889.47,140873.67,Active,Restaurant,,,,CHECKED,CHECKED,,,Ward 3,20008,SMD 3C05,ANC 3C,,,,,,-77.05894471,38.93573384,113,,
673,ABRA-086320,Bar Elena DC,"Roundabout, LLC",C,414 H ST NE,26190,400010.53,136956.03,Active,Tavern,,,,,,,,Ward 6,20002,SMD 6C05,ANC 6C,,,,,,-76.99987861,38.90045731,80,,
674,ABRA-086339,Fiola,"FT DC, LLC",C,601 Pennsylvania AVE NW,226088,398221.46,136161.65,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20004,SMD 2C03,ANC 2C,,,,,,-77.02050143,38.89329945,195,,
675,ABRA-086354,Number Nine,"Second Home, LLC",C,1435 P ST NW,279171,397105.53,138003.31,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03337263,38.90988681,220,,
676,ABRA-086361,District of Pi,"202 By Pi, LLC",C,910 F ST NW,311066,397854.74,136587.68,Issued,Restaurant,,,,,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02472998,38.89713647,250,,
677,ABRA-086393,BKK Cookshop,Beau Thai LLC,C,1700 NEW JERSEY AVE NW,237228,398453.91,138320.97,Active,Restaurant,,,,CHECKED,CHECKED,,,Ward 6,20001,SMD 6E02,ANC 6E,,,,,,-77.01782681,38.91275181,46,,
678,ABRA-086394,Burka's Fine Wines & Liquors,P & G Corporation,A,3414 Wisconsin AVE NW,311543,393664.68,140821.38,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20016,SMD 3C06,ANC 3C,,,,,,-77.07307091,38.93525482,,,
679,ABRA-086419,Lou's Bar & Grill,"Irving Restaurant Group, LLC",C,1400 IRVING ST NW,302718,397084.72,140072.09,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20010,SMD 1A03,ANC 1A,CHECKED,CHECKED,,,,-77.03362135,38.92852299,200,,
680,ABRA-086425,One Fish Two Fish,Yu Lin Corporation,D,2423 PENNSYLVANIA AVE NW,279590,395466.05,137300.37,Active,Restaurant,,,,,,,,Ward 2,20037,SMD 2A02,ANC 2A,,,,,,-77.05227085,38.90354756,49,,
681,ABRA-086435,MGM Roast Beef,"Capital Fresh, Inc.",D,1905 BRENTWOOD RD NE,54412,400501.78,138703.91,Active,Restaurant,,,,CHECKED,,,,Ward 5,20018,SMD 5C05,ANC 5C,,,,,,-76.99421407,38.91620268,18,,
682,ABRA-086529,Lavagna,"Good Food, LLC",C,539 8TH ST SE,9343,400404.13,134862.86,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B03,ANC 6B,,,,,,-76.99534231,38.88160117,100,,
683,ABRA-086545,La Piazza,"2500 Pennsylvania Avenue Investors, LLC",C,2500 PENNSYLVANIA AVE NW,273885,395344.68,137287.83,Active,Tavern,,,,,CHECKED,,,Ward 2,20037,SMD 2A03,ANC 2A,,,,,,-77.05367001,38.90343396,119,,
684,ABRA-086562,Loeb's Restaurant,"National Delicatessen, Inc.",D,1712 I ST NW,279323,396511.05,137028.44,Active,Restaurant,,,,,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04022191,38.90110235,90,,
685,ABRA-086591,Southern Glazer's of D.C.,"Southern Glazer's Wine and Spirits of Maryland, LLC",A,"3125 V ST NE, STE 1",150626,403182.24,138948.95,Active,Wholesaler,,,,,,CHECKED,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.96330506,38.91840446,,,
686,ABRA-086593,Meade Wine & Liquors,"JCC, Inc.",A,3919 South Capitol ST SW,302097,399249.53,129368.44,Active,Retail - Liquor Store,,,,,,,,Ward 8,20032,SMD 8D07,ANC 8D,,,,,,-77.00864334,38.83210487,,,
687,ABRA-086604,El Rey,919 U Street LLC,C,919 U ST NW,295109,397848.58,138820.52,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20001,SMD 1B02,ANC 1B,,CHECKED,,,,-77.02480798,38.91725031,93,,
688,ABRA-086607,The Cupboard,The Bodega Incorporated,B,1504 EAST CAPITOL ST NE,62482,401444.06,135805.86,Active,Retail - Class B,,,,,,,,Ward 6,20003,SMD 6A08,ANC 6A,,,,,,-76.98335491,38.89009498,,,
689,ABRA-086613,The Capital Wine School,The Capital Wine School LLC,D,"5207 WISCONSIN AVE NW, #7",305764,392751.84,143298.32,Active,Tavern,,,,,,,,Ward 3,20015,SMD 3E04,ANC 3E,,,,,,-77.08362568,38.95756072,25,,
690,ABRA-086623,The Coupe,"Margots Chair, Inc.",C,3415 11th ST NW,309403,397553.25,140506.97,Active,Restaurant,,,,CHECKED,,,,Ward 1,20010,SMD 1A07,ANC 1A,,,,,,-77.02821944,38.93244195,292,,
691,ABRA-086644,Das Ethiopian Cuisine,"Das Ethiopian, Inc.",C,1201 28TH ST NW,272111,395067.47,137505.21,Active,Restaurant,,,,CHECKED,,,,Ward 2,20007,SMD 2E06,ANC 2E,,,,,,-77.05686746,38.90539068,84,,
692,ABRA-086724,Le Grenier,"Style Concept Studio, LLC",C,502 H ST NE,14861,400066.49,136950.93,Active,Restaurant,,,,,,,,Ward 6,20002,SMD 6C05,ANC 6C,,,,,,-76.99923349,38.90041137,73,,
693,ABRA-086726,Circa at Foggy Bottom,"MHG Cafe Foggy Bottom, LLC",C,2221 I ST NW,307441,395695.79,137014.65,Active,Restaurant,,,,,CHECKED,,,Ward 2,20037,SMD 2A07,ANC 2A,,,,,,-77.04962044,38.90097485,201,,
694,ABRA-086735,The Bullpen,"Fairgrounds, LLC",C,25 M ST SE,307931,399320.92,134267.3,Issued,Tavern,,CHECKED,,,,,,Ward 6,20003,SMD 6D02,ANC 6D,,,,,,-77.00782596,38.87623596,399,,
695,ABRA-086770,Maddy's Tap Room,Maddy's Tap Room LLC,C,1100 13th ST NW,300400,397396.61,137373.47,Active,Restaurant,,,,CHECKED,,,,Ward 2,20005,SMD 2F05,ANC 2F,,,,,,-77.03001416,38.90421357,115,,
696,ABRA-086790,Salt & Pepper,"Good Neighbors, LLC",C,5125 MacArthur BLVD NW,224084,391181.23,139755.59,Active,Restaurant,,,,,CHECKED,,,Ward 3,20016,SMD 3D05,ANC 3D,,,,,,-77.10170105,38.92563211,120,,
697,ABRA-086803,Sauf Haus,"PGS, LLC",C,1216 18TH ST NW,241286,396359.48,137611.68,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04197236,38.9063561,219,,
698,ABRA-086912,Woodward Liquors,"Kay Dee, Inc.",A,6111 BLAIR RD NW,302128,398999.15,144065.02,Issued,Retail - Liquor Store,,,,,,,,Ward 4,20011,SMD 4B06,ANC 4B,,,,,,-77.01154843,38.96449669,,,
699,ABRA-086913,Whole Foods Market,Whole Foods Market Group Inc,D,"2201 I ST NW, #B",310098,395743.74,137007.55,Active,Restaurant,,,,CHECKED,,,,Ward 2,20037,SMD 2A07,ANC 2A,,,,,,-77.04906762,38.90091112,32,,
700,ABRA-086916,Whole Foods Market,Whole Foods Market Group Inc,B,2201 I ST NW,310098,395743.74,137007.55,Active,Retail-Full Service Grocery,,,,,,CHECKED,,Ward 2,20037,SMD 2A07,ANC 2A,,,,,,-77.04906762,38.90091112,,,
701,ABRA-086926,Hill Center,The Old Naval Hospital Foundation,C,921 PENNSYLVANIA AVE SE,82564,400595.15,135016.06,Active,Multipurpose,,CHECKED,,,CHECKED,,,Ward 6,20003,SMD 6B04,ANC 6B,,,,,,-76.99314063,38.88298114,738,,
702,ABRA-086950,Logan Circle Liquors,Dayal Investments Inc,A,1018 RHODE ISLAND AVE NW,225328,397682.72,138062.98,Safekeeping,Retail - Liquor Store,,,,,,CHECKED,,Ward 6,20001,SMD 6E01,ANC 6E,,,,,,-77.02671796,38.91042605,,,
703,ABRA-087042,Rasika West End,Rasika West End LLC,C,1177 22nd ST NW,303055,395786.4,137423.52,Active,Restaurant,,,,CHECKED,,,,Ward 2,20037,SMD 2A06,ANC 2A,,,,,,-77.04857837,38.90465853,174,,
704,ABRA-087083,Le Pain Quotidien,"PQ 17th Street, Inc.",D,800 17TH ST NW,218758,396552.61,136959.39,Active,Restaurant,,,,CHECKED,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.03974245,38.90048082,127,,
705,ABRA-087084,Bobby's Burger Palace,"BBP K Street, LLC",C,2121 K ST NW,243319,395902.54,137224.31,Active,Restaurant,,,,,,,,Ward 2,20037,SMD 2A06,ANC 2A,,,,,,-77.04723821,38.90286453,101,,
706,ABRA-087106,Larrys Lounge,Pierre LLC,C,1840 18th ST NW,302224,396370.32,138606.67,Issued,Tavern,,,,CHECKED,,,,Ward 2,20009,SMD 2B08,ANC 2B,,,,,,-77.04185264,38.91531936,49,,
707,ABRA-087113,Courtyard By Marriott,"CHSP TRS NavyYard, LLC",C,140 L ST SE,299775,399636.57,134433.99,Active,Hotel,,CHECKED,,CHECKED,,,,Ward 6,20003,SMD 6D02,ANC 6D,,,,,,-77.00418838,38.87773742,,,
708,ABRA-087236,New Big Wong,"Yuan Profit, Inc.",C,610 H ST NW,238706,398210.96,136854.77,Issued,Restaurant,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02062427,38.89954331,60,,
709,ABRA-087344,Great Wall Szechuan House,KLYS Inc.,D,1527 14th ST NW,225726,397252.23,138080.53,Active,Restaurant,,,,,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03168152,38.91058291,18,,
710,ABRA-087348,Shanghai Lounge,"Washington Wanbao, Inc",C,1734 Wisconsin AVE NW,273634,394162.99,138523.51,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E02,ANC 2E,,,,,,-77.06730392,38.91455833,60,,
711,ABRA-087362,Habesha Market & Carry-Out Restaurant,"Zeni, LLC",D,1919 9TH ST NW,239846,397947.6,138719.53,Active,Tavern,,,,,,,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.02366588,38.9163408,50,,
712,ABRA-087398,The Big Board,"Drane Flannery Restaurant, LLC",C,421 H ST NE,25325,400020.34,136911.99,Active,Tavern,,CHECKED,,,,,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-76.99976552,38.90006059,94,,
713,ABRA-087422,Pie Shop,Dangerously Delicious DC LLC,C,1339 H ST NE,286078,401134.42,136896.27,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 6,20002,SMD 6A06,ANC 6A,,CHECKED,,,,-76.9869222,38.89991824,155,,
714,ABRA-087466,Shepherd Market,"Shepherd Market, LLC",B,1247 Shepherd ST NW,223635,397444.28,141340.25,Active,Retail - Grocery,,,,,,,,Ward 4,20011,SMD 4C06,ANC 4C,,,,,,-77.02947934,38.93994808,,,
715,ABRA-087558,Nomad Hookah Bar,"Hoost, LLC",C,1200 H ST NE,72285,400865.07,136946.96,Active,Tavern,,,,CHECKED,,,,Ward 6,20002,SMD 6A01,ANC 6A,,,,,,-76.99002725,38.90037518,32,,
716,ABRA-087667,Luke's Lobster,"Luke's Lobster IV, LLC",C,624 E ST NW,301058,398140.85,136457.92,Active,Restaurant,,,,CHECKED,,,,Ward 2,20004,SMD 2C03,ANC 2C,,,,,,-77.02143143,38.89596819,12,,
717,ABRA-087668,Cafe AKA,Cafe AKA White House LLC,C,1710 H ST NW,218432,396498.58,136898.86,Active,Tavern,,CHECKED,,,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04036501,38.899935,58,,
718,ABRA-087686,3 Stars Brewing Company,"Three Stars Brewing Company, LLC",B,6400 CHILLUM PL NW,277488,398898.86,144403.06,Active,Manufacturer,,,CHECKED,,CHECKED,CHECKED,,Ward 4,20012,SMD 4B07,ANC 4B,,,,,,-77.01270618,38.96754138,,,
719,ABRA-087703,Ten Tigers Parlour,"3813 GA Avenue, LLC",C,3813 GEORGIA AVE NW,252558,397896.17,141138.15,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 4,20011,SMD 4C08,ANC 4C,CHECKED,CHECKED,,,,-77.02426633,38.93812836,183,,
720,ABRA-087728,Al Dente,"Golden Eagle, Inc.",C,3201 NEW MEXICO AVE NW,223998,392644.02,140581.13,Active,Restaurant,,,,,CHECKED,,,Ward 3,20016,SMD 3D08,ANC 3D,,,,,,-77.08484051,38.93308229,126,,
721,ABRA-087729,U Street Wine and Beer,"STT Management, LLC",B,1351 U ST NW,240340,397301.5,138828.69,Active,Retail - Class B,,,,,,CHECKED,,Ward 1,20009,SMD 1B12,ANC 1B,,,,,,-77.03111639,38.91732274,,,
722,ABRA-087730,Tortino Restaurant,"Tortino Restaurant, Inc.",C,1228 11TH ST NW,278971,397628.77,137634.95,Issued,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20001,SMD 2F07,ANC 2F,,CHECKED,,,,-77.02733852,38.90657007,60,,
723,ABRA-087794,Boqueria,Boqueria DC LLC,C,1837 M ST NW,242817,396251.11,137553.19,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04322146,38.90582875,129,,
724,ABRA-087818,Kenilworth Market,"Asmara, Inc.",A,1612 KENILWORTH AVE NE,59977,405645.08,138232.64,Active,Retail - Liquor Store,,,,,,,,Ward 7,20019,SMD 7D03,ANC 7D,,,,,,-76.93491153,38.91193933,,,
725,ABRA-087859,Don Ciccio & Figli,Think Italian LLC,A,1907 Fairview AVE NE,156370,401015.54,138392.89,Active,Manufacturer,,,CHECKED,,,CHECKED,,Ward 5,20002,SMD 5D01,ANC 5D,,,,,,-76.98829046,38.91340013,,,
726,ABRA-087875,Cloakroom,"476 K, LLC",C,476 K ST NW,237570,398377.74,137156.92,Active,Nightclub,,,,,CHECKED,,,Ward 6,20001,SMD 6E05,ANC 6E,,,,,,-77.01870232,38.90226551,248,,
727,ABRA-087903,Po Boy Jim,Po Boy Jim LLC,C,709 H ST NE,76768,400371.54,136901.36,Active,Restaurant,,CHECKED,,,,,,Ward 6,20002,SMD 6C05,ANC 6C,,,,,,-76.99571682,38.89996475,99,,
728,ABRA-087920,Grand Hyatt Washington,"CCHH GHDC, LLC",C,1000 H ST NW,239368,397702.33,136832.4,Active,Hotel,,CHECKED,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,CHECKED,,,,-77.02648774,38.89934061,910,,
729,ABRA-087921,Grand Cuisine,"CCHH GHDC, LLC",Caterer,1000 H ST NW,239368,397702.33,136832.4,Active,Caterer,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02648774,38.89934061,,,
730,ABRA-087970,Batch 13,"Limited Release, LLC",A,1724 14TH ST NW,240118,397192.86,138398.64,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20009,SMD 2F01,ANC 2F,,,,,,-77.03236735,38.91344803,,,
731,ABRA-087999,Argonne Market,"BJ & M, Inc.",B,1629 COLUMBIA RD NW,236284,396718.01,139803.81,Active,Retail - Class B,,,,,,,,Ward 1,20009,SMD 1C05,ANC 1C,,,,,,-77.03784927,38.92610461,,,
732,ABRA-088025,State Liquors,Deccan Group LLC,A,2159 P ST NW,225945,395791.66,137997.15,About to Expire,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20037,SMD 2B02,ANC 2B,,,,,,-77.04852124,38.90982601,,,
733,ABRA-088027,District Commons/Burger,"Passion Food Six, LLC",Caterer,2200 PENNSYLVANIA AVE NW,306440,395725.86,137121.43,Active,Caterer,,,,,,,,Ward 2,20037,SMD 2A07,ANC 2A,,,,,,-77.04927445,38.9019369,,,
734,ABRA-088060,The Pig,"Logan Kitchen, LLC",C,1320 14TH ST NW,240241,397192.34,137789.64,Active,Restaurant,,,,CHECKED,,,,Ward 2,20005,SMD 2F03,ANC 2F,,,,,,-77.03237086,38.90796228,98,,
735,ABRA-088106,Board Room,"The Board Room DC, LLC",C,1737 CONNECTICUT AVE NW,242739,396067.13,138422.39,Active,Tavern,,,,,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.04534757,38.91365766,180,CHECKED,
736,ABRA-088119,DC Shenanigans,Twin T's LLC,C,2450 18th ST NW,235411,396294.23,139340.23,Active,Tavern,,CHECKED,,,,,,Ward 1,20009,SMD 1C03,ANC 1C,,,CHECKED,,,-77.04273397,38.92192719,178,,
737,ABRA-088121,Crown Liquors,"A & P Liquors, LLC",A,1325 Connecticut AVE NW,304793,396348.53,137795.96,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20036,SMD 2B07,ANC 2B,,,,,,-77.04209958,38.90801611,,,
738,ABRA-088173,Victor Liquors,6220 Georgia LLC,A,6220 GEORGIA AVE NW,253209,397580.81,144189.31,About to Expire,Retail - Liquor Store,,,,,,,,Ward 4,20011,SMD 4A04,ANC 4A,,,,,,-77.02791457,38.96561323,,,
739,ABRA-088176,Le Pain Quotidien,"PQ Carroll Square, Inc.",D,975 F ST NW,300399,397782.03,136642.92,Active,Restaurant,,,,CHECKED,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02556834,38.89763391,126,,
740,ABRA-088179,All Souls,"All Souls, LLC",C,725 T ST NW,218737,398030.82,138652.6,Active,Tavern,,,,CHECKED,,,,Ward 1,20001,SMD 1B01,ANC 1B,,,,,,-77.0227061,38.9157384,48,,
741,ABRA-088198,Georgetown Inn-1310 Kitchen and Bar,"Georgetown Washington DC Inn, LLC",C,1310 WISCONSIN AVE NW,279035,394486.89,137707.09,Issued,Hotel,,CHECKED,,,,,,Ward 2,20007,SMD 2E03,ANC 2E,CHECKED,CHECKED,,,,-77.06356262,38.90720584,95,,
742,ABRA-088221,Lion's Fine Wine & Spirits,Lion's Gate Inc,A,3614 GEORGIA AVE NW,232158,397871.58,140746.84,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 1,20010,SMD 1A08,ANC 1A,,,,,,-77.02454874,38.9346036,,,
743,ABRA-088243,Le Diplomate,"Parc Deux Restaurant Partners, LLC",C,1601 14TH ST NW,243274,397258.79,138168.07,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2F01,ANC 2F,,,,,,-77.03160624,38.91137152,194,,
744,ABRA-088258,Matchbox,Matchbox 14th Street LLC,C,1901 14TH ST NW,218546,397261.83,138653.55,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1B12,ANC 1B,,,,,,-77.03157312,38.9157449,299,,
745,ABRA-088262,Cafe Sorriso,"Pirosi, LLC",C,2311 CALVERT ST NW,236661,395576.79,139546.39,Active,Restaurant,,,,CHECKED,,,,Ward 3,20008,SMD 3C01,ANC 3C,,,,,,-77.05100863,38.92378102,49,,
746,ABRA-088274,Izakaya Seki,"Restaurant Seki, LLC",C,1117 V ST NW,238986,397589.71,138936.86,Active,Restaurant,,,,,,,,Ward 1,20009,SMD 1B02,ANC 1B,,,,,,-77.02779342,38.91829767,49,,
